ISIN;CH0030252883;CH0030252909
SYMBOL;SLI;SLIC
NAME;SLI®;SLIC
;Price;Total Return
YTD Perf.%;    12.130;    12.440;
Date;Close;Close
09.11.2010; 1030.73;   1265.87;
08.11.2010; 1029.13;   1263.91;
05.11.2010; 1025.24;   1259.14;
04.11.2010; 1024.97;   1258.81;
03.11.2010; 1010.00;   1240.43;
02.11.2010; 1013.33;   1244.51;
01.11.2010; 1006.47;   1236.09;
29.10.2010; 1000.61;   1228.88;
28.10.2010; 1003.17;   1232.03;
27.10.2010; 1001.97;   1230.56;
26.10.2010; 1005.21;   1234.54;
25.10.2010; 1011.58;   1242.35;
22.10.2010; 1006.23;   1235.79;
21.10.2010; 1008.33;   1238.37;
20.10.2010; 1001.71;   1230.23;
19.10.2010; 1001.95;   1230.54;
18.10.2010; 1003.43;   1232.35;
15.10.2010;  999.37;   1227.36;
14.10.2010; 1000.65;   1228.93;
13.10.2010;  998.10;   1225.80;
12.10.2010;  984.79;   1209.46;
11.10.2010;  985.59;   1210.44;
08.10.2010;  981.35;   1205.23;
07.10.2010;  978.94;   1202.28;
06.10.2010;  977.26;   1200.21;
05.10.2010;  969.33;   1190.47;
04.10.2010;  958.98;   1177.76;
01.10.2010;  965.01;   1185.17;
30.09.2010;  968.64;   1189.62;
29.09.2010;  971.34;   1192.94;
28.09.2010;  973.39;   1195.46;
27.09.2010;  973.12;   1195.12;
24.09.2010;  976.18;   1198.89;
23.09.2010;  966.67;   1187.20;
22.09.2010;  973.35;   1195.40;
21.09.2010;  985.84;   1210.74;
20.09.2010;  990.94;   1217.01;
17.09.2010;  979.09;   1202.46;
16.09.2010;  982.37;   1206.48;
15.09.2010;  981.87;   1205.87;
14.09.2010;  986.46;   1211.51;
13.09.2010;  988.74;   1214.30;
10.09.2010;  985.50;   1209.88;
09.09.2010;  977.06;   1199.52;
08.09.2010;  968.77;   1189.34;
07.09.2010;  965.44;   1185.25;
06.09.2010;  976.46;   1198.78;
03.09.2010;  973.02;   1194.56;
02.09.2010;  962.59;   1181.75;
01.09.2010;  961.47;   1180.38;
31.08.2010;  936.02;   1149.13;
30.08.2010;  940.57;   1154.72;
27.08.2010;  937.88;   1151.41;
26.08.2010;  930.25;   1142.05;
25.08.2010;  924.75;   1135.30;
24.08.2010;  935.83;   1148.90;
23.08.2010;  946.16;   1161.58;
20.08.2010;  942.21;   1156.73;
19.08.2010;  958.29;   1176.48;
18.08.2010;  973.14;   1194.71;
17.08.2010;  973.03;   1194.57;
16.08.2010;  957.27;   1175.23;
13.08.2010;  961.78;   1180.76;
12.08.2010;  960.29;   1178.93;
11.08.2010;  962.85;   1182.07;
10.08.2010;  988.06;   1213.03;
09.08.2010;  992.88;   1218.94;
06.08.2010;  983.27;   1207.14;
05.08.2010;  993.01;   1219.09;
04.08.2010;  988.69;   1213.80;
03.08.2010;  980.36;   1203.57;
02.08.2010;  977.51;   1200.07;
30.07.2010;  955.21;   1172.69;
29.07.2010;  959.07;   1177.43;
28.07.2010;  965.47;   1185.29;
27.07.2010;  964.96;   1184.67;
26.07.2010;  949.93;   1166.21;
23.07.2010;  949.71;   1165.72;
22.07.2010;  946.88;   1162.25;
21.07.2010;  937.84;   1151.16;
20.07.2010;  932.98;   1145.16;
19.07.2010;  938.21;   1151.58;
16.07.2010;  946.13;   1161.31;
15.07.2010;  961.86;   1180.60;
14.07.2010;  970.19;   1190.84;
13.07.2010;  967.30;   1187.28;
12.07.2010;  953.59;   1170.46;
09.07.2010;  951.78;   1166.87;
08.07.2010;  940.89;   1153.53;
07.07.2010;  931.86;   1142.45;
06.07.2010;  927.30;   1136.87;
05.07.2010;  906.89;   1111.84;
02.07.2010;  912.25;   1118.41;
01.07.2010;  910.04;   1115.71;
30.06.2010;  932.24;   1142.92;
29.06.2010;  936.36;   1147.97;
28.06.2010;  966.37;   1184.77;
25.06.2010;  959.48;   1176.31;
24.06.2010;  967.20;   1185.78;
23.06.2010;  982.66;   1204.73;
22.06.2010;  994.45;   1219.19;
21.06.2010; 1005.43;   1232.65;
18.06.2010;  992.05;   1216.24;
17.06.2010;  994.28;   1218.98;
16.06.2010;  996.88;   1221.96;
15.06.2010;  995.48;   1220.24;
14.06.2010;  991.82;   1215.75;
11.06.2010;  981.60;   1203.23;
10.06.2010;  974.95;   1195.08;
09.06.2010;  962.49;   1179.80;
08.06.2010;  948.04;   1162.09;
07.06.2010;  956.35;   1172.28;
04.06.2010;  958.44;   1174.84;
03.06.2010;  977.97;   1198.77;
02.06.2010;  969.08;   1187.88;
01.06.2010;  963.34;   1180.85;
31.05.2010;  965.22;   1183.15;
28.05.2010;  966.73;   1185.00;
27.05.2010;  967.22;   1185.61;
26.05.2010;  944.08;   1157.23;
25.05.2010;  927.81;   1137.29;
21.05.2010;  950.24;   1164.79;
20.05.2010;  954.02;   1169.42;
19.05.2010;  972.96;   1192.17;
18.05.2010;  992.67;   1215.98;
17.05.2010;  984.76;   1206.28;
14.05.2010;  988.48;   1210.38;
12.05.2010; 1013.13;   1240.56;
11.05.2010;  998.69;   1222.88;
10.05.2010;  997.61;   1221.55;
07.05.2010;  948.40;   1160.17;
06.05.2010;  976.87;   1195.00;
05.05.2010;  985.25;   1205.24;
04.05.2010;  994.49;   1216.55;
03.05.2010; 1020.51;   1243.20;
30.04.2010; 1018.73;   1241.04;
29.04.2010; 1027.68;   1251.95;
28.04.2010; 1014.48;   1234.18;
27.04.2010; 1031.47;   1254.85;
26.04.2010; 1055.82;   1283.62;
23.04.2010; 1049.71;   1276.20;
22.04.2010; 1040.22;   1264.66;
21.04.2010; 1058.12;   1285.26;
20.04.2010; 1061.35;   1289.19;
19.04.2010; 1055.75;   1282.39;
16.04.2010; 1067.53;   1293.29;
15.04.2010; 1078.54;   1306.62;
14.04.2010; 1072.24;   1299.00;
13.04.2010; 1066.39;   1291.91;
12.04.2010; 1069.87;   1296.13;
09.04.2010; 1066.42;   1291.64;
08.04.2010; 1048.69;   1269.03;
07.04.2010; 1058.37;   1280.73;
06.04.2010; 1066.83;   1290.64;
01.04.2010; 1062.52;   1285.42;
31.03.2010; 1056.49;   1274.72;
30.03.2010; 1055.70;   1273.76;
29.03.2010; 1053.79;   1271.46;
26.03.2010; 1051.87;   1267.94;
25.03.2010; 1057.17;   1274.32;
24.03.2010; 1052.20;   1268.33;
23.03.2010; 1053.57;   1269.29;
22.03.2010; 1050.86;   1266.03;
19.03.2010; 1055.84;   1272.02;
18.03.2010; 1056.41;   1272.71;
17.03.2010; 1056.20;   1272.46;
16.03.2010; 1050.67;   1265.79;
15.03.2010; 1042.11;   1255.48;
12.03.2010; 1045.96;   1260.12;
11.03.2010; 1046.20;   1260.41;
10.03.2010; 1049.63;   1264.54;
09.03.2010; 1046.64;   1260.94;
08.03.2010; 1047.57;   1262.06;
05.03.2010; 1046.34;   1260.57;
04.03.2010; 1034.28;   1246.05;
03.03.2010; 1035.08;   1243.23;
02.03.2010; 1029.94;   1237.06;
01.03.2010; 1019.93;   1221.04;
26.02.2010; 1008.94;   1207.88;
25.02.2010;  998.91;   1195.87;
24.02.2010; 1006.24;   1204.65;
23.02.2010; 1003.57;   1201.46;
22.02.2010; 1010.58;   1209.84;
19.02.2010; 1011.39;   1210.82;
18.02.2010; 1004.46;   1202.52;
17.02.2010;  994.43;   1190.52;
16.02.2010;  984.73;   1178.90;
15.02.2010;  977.23;   1169.92;
12.02.2010;  971.67;   1163.27;
11.02.2010;  974.20;   1166.29;
10.02.2010;  967.12;   1157.82;
09.02.2010;  963.44;   1153.41;
08.02.2010;  963.21;   1153.14;
05.02.2010;  957.01;   1145.71;
04.02.2010;  977.57;   1170.33;
03.02.2010; 1004.18;   1202.19;
02.02.2010; 1006.40;   1204.85;
01.02.2010;  996.57;   1193.07;
29.01.2010;  986.82;   1181.40;
28.01.2010;  984.47;   1178.59;
27.01.2010;  990.70;   1186.05;
26.01.2010;  995.23;   1191.48;
25.01.2010;  990.53;   1185.84;
22.01.2010;  994.44;   1190.53;
21.01.2010; 1010.20;   1209.39;
20.01.2010; 1020.27;   1221.45;
19.01.2010; 1030.81;   1234.07;
18.01.2010; 1027.79;   1230.45;
15.01.2010; 1025.17;   1227.31;
14.01.2010; 1032.60;   1236.21;
13.01.2010; 1021.92;   1223.43;
12.01.2010; 1019.10;   1220.05;
11.01.2010; 1028.33;   1231.09;
08.01.2010; 1031.38;   1234.75;
07.01.2010; 1023.40;   1225.20;
06.01.2010; 1019.53;   1220.56;
05.01.2010; 1019.98;   1221.10;
04.01.2010; 1020.27;   1221.45;
30.12.2009; 1003.34;   1201.18;
29.12.2009; 1011.73;   1211.22;
28.12.2009; 1008.09;   1206.87;
23.12.2009; 1004.04;   1202.01;
22.12.2009; 1002.05;   1199.63;
21.12.2009;  992.36;   1188.04;
18.12.2009;  985.61;   1179.96;
17.12.2009;  992.03;   1187.64;
16.12.2009;  999.47;   1196.54;
15.12.2009;  985.70;   1180.06;
14.12.2009;  983.92;   1177.93;
11.12.2009;  980.27;   1173.56;
10.12.2009;  979.13;   1172.20;
09.12.2009;  972.14;   1163.83;
08.12.2009;  980.25;   1173.54;
07.12.2009;  990.51;   1185.81;
04.12.2009;  994.59;   1190.70;
03.12.2009;  984.35;   1178.45;
02.12.2009;  977.29;   1169.99;
01.12.2009;  974.23;   1166.33;
30.11.2009;  956.96;   1145.66;
27.11.2009;  969.56;   1160.74;
26.11.2009;  958.46;   1147.45;
25.11.2009;  984.60;   1178.75;
24.11.2009;  979.34;   1172.45;
23.11.2009;  982.40;   1176.11;
20.11.2009;  962.23;   1151.97;
19.11.2009;  965.16;   1155.48;
18.11.2009;  981.14;   1174.60;
17.11.2009;  980.96;   1174.39;
16.11.2009;  989.25;   1184.31;
13.11.2009;  976.68;   1169.27;
12.11.2009;  975.15;   1167.43;
11.11.2009;  975.26;   1167.57;
10.11.2009;  972.27;   1163.99;
09.11.2009;  976.73;   1169.33;
06.11.2009;  961.27;   1150.82;
05.11.2009;  956.44;   1145.03;
04.11.2009;  955.10;   1143.43;
03.11.2009;  940.42;   1125.86;
02.11.2009;  947.33;   1134.12;
30.10.2009;  946.89;   1133.60;
29.10.2009;  958.71;   1147.75;
28.10.2009;  946.73;   1133.41;
27.10.2009;  968.07;   1158.96;
26.10.2009;  965.18;   1155.50;
23.10.2009;  978.59;   1171.55;
22.10.2009;  983.19;   1177.05;
21.10.2009;  991.02;   1186.43;
20.10.2009;  991.04;   1186.45;
19.10.2009;  996.11;   1192.53;
16.10.2009;  986.64;   1181.19;
15.10.2009;  990.23;   1185.48;
14.10.2009;  991.51;   1187.01;
13.10.2009;  977.59;   1170.36;
12.10.2009;  988.10;   1182.93;
09.10.2009;  977.57;   1170.32;
08.10.2009;  976.92;   1169.55;
07.10.2009;  966.64;   1157.24;
06.10.2009;  966.43;   1157.00;
05.10.2009;  946.21;   1132.79;
02.10.2009;  941.92;   1127.65;
01.10.2009;  960.56;   1149.96;
30.09.2009;  973.20;   1165.09;
29.09.2009;  970.94;   1162.39;
28.09.2009;  968.09;   1158.98;
25.09.2009;  960.15;   1149.47;
24.09.2009;  968.93;   1159.99;
23.09.2009;  982.09;   1175.74;
22.09.2009;  979.62;   1172.79;
21.09.2009;  973.94;   1165.98;
18.09.2009;  979.41;   1172.53;
17.09.2009;  979.38;   1172.50;
16.09.2009;  975.37;   1167.70;
15.09.2009;  962.98;   1152.86;
14.09.2009;  962.73;   1152.56;
11.09.2009;  964.48;   1154.09;
10.09.2009;  961.90;   1151.00;
09.09.2009;  961.05;   1149.99;
08.09.2009;  957.19;   1145.37;
07.09.2009;  954.98;   1142.73;
04.09.2009;  942.81;   1128.16;
03.09.2009;  933.64;   1117.19;
02.09.2009;  931.43;   1114.54;
01.09.2009;  942.15;   1127.37;
31.08.2009;  956.84;   1144.95;
28.08.2009;  960.82;   1149.71;
27.08.2009;  950.82;   1137.75;
26.08.2009;  951.24;   1138.25;
25.08.2009;  955.25;   1143.05;
24.08.2009;  955.05;   1142.81;
21.08.2009;  944.07;   1129.67;
20.08.2009;  922.78;   1104.19;
19.08.2009;  910.12;   1089.04;
18.08.2009;  906.80;   1085.07;
17.08.2009;  895.74;   1071.84;
14.08.2009;  913.60;   1093.20;
13.08.2009;  913.39;   1092.96;
12.08.2009;  905.10;   1083.04;
11.08.2009;  896.68;   1072.96;
10.08.2009;  908.50;   1087.11;
07.08.2009;  908.74;   1087.39;
06.08.2009;  898.79;   1075.49;
05.08.2009;  890.40;   1065.44;
04.08.2009;  893.44;   1069.09;
03.08.2009;  901.24;   1078.42;
31.07.2009;  892.17;   1067.56;
30.07.2009;  886.76;   1061.09;
29.07.2009;  862.58;   1032.15;
28.07.2009;  856.49;   1024.87;
27.07.2009;  861.35;   1030.53;
24.07.2009;  857.14;   1023.77;
23.07.2009;  858.54;   1025.44;
22.07.2009;  838.83;   1001.90;
21.07.2009;  839.42;   1002.61;
20.07.2009;  836.79;    999.46;
17.07.2009;  829.02;    990.18;
16.07.2009;  822.31;    982.16;
15.07.2009;  815.26;    973.75;
14.07.2009;  797.09;    952.05;
13.07.2009;  787.92;    941.09;
10.07.2009;  776.32;    927.23;
09.07.2009;  786.40;    939.27;
08.07.2009;  782.97;    935.18;
07.07.2009;  792.92;    947.07;
06.07.2009;  796.47;    951.30;
03.07.2009;  796.97;    951.90;
02.07.2009;  800.85;    956.53;
01.07.2009;  819.54;    978.86;
30.06.2009;  810.67;    968.27;
29.06.2009;  815.67;    974.24;
26.06.2009;  803.95;    960.24;
25.06.2009;  802.95;    959.05;
24.06.2009;  814.06;    972.31;
23.06.2009;  792.28;    946.29;
22.06.2009;  792.65;    946.74;
19.06.2009;  815.39;    973.90;
18.06.2009;  807.92;    964.97;
17.06.2009;  797.35;    952.35;
16.06.2009;  816.36;    975.06;
15.06.2009;  823.85;    984.01;
12.06.2009;  845.74;   1009.97;
11.06.2009;  843.85;   1007.72;
10.06.2009;  836.84;    999.34;
09.06.2009;  825.56;    985.88;
08.06.2009;  826.61;    987.13;
05.06.2009;  832.97;    994.73;
04.06.2009;  831.63;    993.12;
03.06.2009;  826.25;    986.70;
02.06.2009;  837.29;    999.89;
29.05.2009;  814.87;    973.11;
28.05.2009;  814.04;    972.12;
27.05.2009;  825.88;    986.26;
26.05.2009;  824.46;    983.87;
25.05.2009;  827.23;    987.17;
22.05.2009;  822.83;    981.92;
20.05.2009;  839.96;   1002.36;
19.05.2009;  838.39;    999.99;
18.05.2009;  821.40;    979.73;
15.05.2009;  802.37;    956.56;
14.05.2009;  797.01;    950.17;
13.05.2009;  782.63;    933.02;
12.05.2009;  809.90;    965.54;
11.05.2009;  818.89;    976.26;
08.05.2009;  822.83;    980.95;
07.05.2009;  804.51;    959.12;
06.05.2009;  801.67;    955.73;
05.05.2009;  797.62;    949.22;
04.05.2009;  800.30;    952.42;
30.04.2009;  787.83;    937.57;
29.04.2009;  772.60;    919.33;
28.04.2009;  758.25;    899.59;
27.04.2009;  773.93;    918.19;
24.04.2009;  767.14;    910.14;
23.04.2009;  754.05;    891.94;
22.04.2009;  761.18;    900.37;
21.04.2009;  746.79;    883.35;
20.04.2009;  746.46;    882.96;
17.04.2009;  770.41;    911.29;
16.04.2009;  756.81;    895.21;
15.04.2009;  739.84;    874.80;
14.04.2009;  747.11;    883.00;
09.04.2009;  734.07;    867.58;
08.04.2009;  713.45;    842.96;
07.04.2009;  709.04;    837.49;
06.04.2009;  719.81;    847.60;
03.04.2009;  728.95;    858.36;
02.04.2009;  737.11;    867.97;
01.04.2009;  706.37;    831.78;
31.03.2009;  691.41;    814.15;
30.03.2009;  667.32;    785.79;
27.03.2009;  692.17;    815.06;
26.03.2009;  705.65;    830.93;
25.03.2009;  710.17;    835.55;
24.03.2009;  702.64;    826.70;
23.03.2009;  707.52;    832.44;
20.03.2009;  688.22;    809.48;
19.03.2009;  685.98;    806.85;
18.03.2009;  677.73;    797.14;
17.03.2009;  678.97;    798.52;
16.03.2009;  680.25;    800.02;
13.03.2009;  664.05;    778.46;
12.03.2009;  655.17;    768.05;
11.03.2009;  646.73;    758.15;
10.03.2009;  635.83;    745.38;
09.03.2009;  601.55;    705.19;
06.03.2009;  604.80;    709.00;
05.03.2009;  618.84;    725.46;
04.03.2009;  636.82;    746.54;
03.03.2009;  618.42;    724.97;
02.03.2009;  627.78;    735.94;
27.02.2009;  665.13;    779.73;
26.02.2009;  676.64;    790.18;
25.02.2009;  661.80;    772.85;
24.02.2009;  661.49;    772.48;
23.02.2009;  669.87;    782.27;
20.02.2009;  681.30;    795.62;
19.02.2009;  706.96;    825.58;
18.02.2009;  704.05;    822.18;
17.02.2009;  703.58;    821.64;
16.02.2009;  728.69;    850.96;
13.02.2009;  738.23;    862.11;
12.02.2009;  734.05;    857.22;
11.02.2009;  740.43;    864.67;
10.02.2009;  740.63;    864.90;
09.02.2009;  744.15;    869.01;
06.02.2009;  741.58;    866.01;
05.02.2009;  734.34;    857.56;
04.02.2009;  751.31;    877.37;
03.02.2009;  735.44;    858.84;
02.02.2009;  730.15;    852.66;
30.01.2009;  751.66;    877.78;
29.01.2009;  754.87;    881.54;
28.01.2009;  776.46;    906.75;
27.01.2009;  749.83;    875.65;
26.01.2009;  754.74;    881.38;
23.01.2009;  737.07;    860.74;
22.01.2009;  746.49;    871.75;
21.01.2009;  740.43;    864.67;
20.01.2009;  737.88;    861.69;
19.01.2009;  754.90;    881.57;
16.01.2009;  768.73;    897.72;
15.01.2009;  762.18;    890.07;
14.01.2009;  764.38;    892.64;
13.01.2009;  790.72;    923.40;
12.01.2009;  804.29;    939.25;
09.01.2009;  821.84;    959.75;
08.01.2009;  825.24;    963.71;
07.01.2009;  830.61;    969.98;
06.01.2009;  838.09;    978.72;
05.01.2009;  827.99;    966.92;
30.12.2008;  789.67;    922.17;
29.12.2008;  777.99;    908.54;
23.12.2008;  769.23;    898.30;
22.12.2008;  768.44;    897.38;
19.12.2008;  782.34;    913.62;
18.12.2008;  789.11;    921.52;
17.12.2008;  795.02;    928.42;
16.12.2008;  792.26;    925.19;
15.12.2008;  785.54;    917.35;
12.12.2008;  795.97;    929.53;
11.12.2008;  810.32;    946.29;
10.12.2008;  815.01;    951.76;
09.12.2008;  821.39;    959.22;
08.12.2008;  812.68;    949.04;
05.12.2008;  765.86;    894.37;
04.12.2008;  784.79;    916.48;
03.12.2008;  774.95;    904.99;
02.12.2008;  767.83;    896.67;
01.12.2008;  762.59;    890.55;
28.11.2008;  809.96;    945.87;
27.11.2008;  791.02;    923.75;
26.11.2008;  768.52;    897.48;
25.11.2008;  764.09;    892.30;
24.11.2008;  753.66;    880.12;
21.11.2008;  705.02;    823.32;
20.11.2008;  718.07;    838.56;
19.11.2008;  747.69;    873.15;
18.11.2008;  774.85;    904.86;
17.11.2008;  778.38;    908.99;
14.11.2008;  802.93;    937.66;
13.11.2008;  792.57;    925.56;
12.11.2008;  789.55;    922.03;
11.11.2008;  821.07;    958.85;
10.11.2008;  857.94;   1001.90;
07.11.2008;  844.38;    986.07;
06.11.2008;  835.93;    976.19;
05.11.2008;  883.58;   1031.84;
04.11.2008;  912.39;   1065.49;
03.11.2008;  878.12;   1025.47;
31.10.2008;  868.16;   1013.84;
30.10.2008;  830.42;    969.76;
29.10.2008;  825.72;    964.27;
28.10.2008;  766.49;    895.11;
27.10.2008;  759.97;    887.49;
24.10.2008;  792.77;    925.79;
23.10.2008;  826.05;    964.66;
22.10.2008;  836.56;    976.93;
21.10.2008;  874.95;   1021.76;
20.10.2008;  870.75;   1016.86;
17.10.2008;  854.51;    997.89;
16.10.2008;  818.71;    956.09;
15.10.2008;  856.33;   1000.02;
14.10.2008;  913.38;   1066.64;
13.10.2008;  867.12;   1012.63;
10.10.2008;  783.92;    915.46;
09.10.2008;  845.06;    986.86;
08.10.2008;  873.49;   1020.06;
07.10.2008;  919.22;   1073.46;
06.10.2008;  931.71;   1088.05;
03.10.2008;  998.53;   1166.08;
02.10.2008;  977.58;   1141.61;
01.10.2008;  981.60;   1146.30;
30.09.2008;  976.60;   1140.46;
29.09.2008;  958.80;   1119.68;
26.09.2008; 1014.25;   1184.43;
25.09.2008; 1034.58;   1208.18;
24.09.2008; 1013.79;   1183.90;
23.09.2008; 1016.27;   1186.79;
22.09.2008; 1035.26;   1208.97;
19.09.2008; 1059.69;   1237.50;
18.09.2008;  984.10;   1149.23;
17.09.2008;  986.70;   1152.26;
16.09.2008; 1000.66;   1168.56;
15.09.2008; 1030.43;   1203.33;
12.09.2008; 1069.30;   1247.55;
11.09.2008; 1050.03;   1225.07;
10.09.2008; 1061.66;   1238.63;
09.09.2008; 1075.04;   1254.25;
08.09.2008; 1076.27;   1255.69;
05.09.2008; 1040.83;   1214.33;
04.09.2008; 1061.73;   1238.72;
03.09.2008; 1089.21;   1270.79;
02.09.2008; 1095.75;   1278.42;
01.09.2008; 1080.72;   1260.88;
29.08.2008; 1082.24;   1262.65;
28.08.2008; 1072.82;   1251.66;
27.08.2008; 1055.09;   1230.97;
26.08.2008; 1057.97;   1234.33;
25.08.2008; 1053.52;   1229.15;
22.08.2008; 1058.17;   1234.57;
21.08.2008; 1041.75;   1215.41;
20.08.2008; 1054.16;   1229.89;
19.08.2008; 1055.04;   1230.92;
18.08.2008; 1078.63;   1258.44;
15.08.2008; 1078.99;   1258.85;
14.08.2008; 1074.28;   1253.36;
13.08.2008; 1071.82;   1250.49;
12.08.2008; 1093.93;   1276.28;
11.08.2008; 1099.06;   1282.28;
08.08.2008; 1085.21;   1266.11;
07.08.2008; 1077.11;   1256.66;
06.08.2008; 1078.41;   1258.18;
05.08.2008; 1067.23;   1245.14;
04.08.2008; 1047.58;   1222.21;
31.07.2008; 1059.91;   1236.60;
30.07.2008; 1054.56;   1230.36;
29.07.2008; 1037.19;   1210.09;
28.07.2008; 1040.23;   1211.36;
25.07.2008; 1051.52;   1223.61;
24.07.2008; 1061.13;   1234.79;
23.07.2008; 1062.13;   1235.95;
22.07.2008; 1040.46;   1210.74;
21.07.2008; 1036.87;   1206.56;
18.07.2008; 1027.31;   1195.43;
17.07.2008; 1010.20;   1175.52;
16.07.2008;  978.70;   1138.86;
15.07.2008;  975.63;   1135.30;
14.07.2008;  997.17;   1160.36;
11.07.2008;  990.79;   1152.94;
10.07.2008; 1016.37;   1182.70;
09.07.2008; 1031.97;   1200.86;
08.07.2008; 1009.67;   1174.90;
07.07.2008; 1018.93;   1185.68;
04.07.2008; 1013.54;   1179.41;
03.07.2008; 1022.52;   1189.86;
02.07.2008; 1025.75;   1193.61;
01.07.2008; 1030.93;   1199.65;
30.06.2008; 1053.89;   1226.36;
27.06.2008; 1046.49;   1217.75;
26.06.2008; 1057.40;   1230.45;
25.06.2008; 1082.04;   1258.92;
24.06.2008; 1070.03;   1244.94;
23.06.2008; 1072.40;   1247.70;
20.06.2008; 1081.68;   1258.51;
19.06.2008; 1097.31;   1276.68;
18.06.2008; 1103.70;   1284.12;
17.06.2008; 1118.92;   1301.83;
16.06.2008; 1113.66;   1295.71;
13.06.2008; 1114.25;   1296.40;
12.06.2008; 1106.00;   1286.80;
11.06.2008; 1097.14;   1276.49;
10.06.2008; 1113.37;   1295.38;
09.06.2008; 1121.84;   1305.23;
06.06.2008; 1135.27;   1320.85;
05.06.2008; 1165.69;   1356.25;
04.06.2008; 1156.10;   1345.09;
03.06.2008; 1162.28;   1352.28;
02.06.2008; 1156.33;   1345.36;
30.05.2008; 1158.02;   1347.32;
29.05.2008; 1158.26;   1347.60;
28.05.2008; 1150.37;   1338.42;
27.05.2008; 1140.25;   1326.64;
26.05.2008; 1134.33;   1319.76;
23.05.2008; 1148.87;   1336.20;
22.05.2008; 1166.15;   1356.30;
21.05.2008; 1164.53;   1354.42;
20.05.2008; 1175.41;   1367.07;
19.05.2008; 1199.80;   1394.78;
16.05.2008; 1184.37;   1376.84;
15.05.2008; 1187.75;   1380.77;
14.05.2008; 1176.09;   1367.22;
13.05.2008; 1172.60;   1363.16;
09.05.2008; 1161.98;   1348.97;
08.05.2008; 1177.44;   1366.92;
07.05.2008; 1184.87;   1375.55;
06.05.2008; 1171.68;   1360.23;
05.05.2008; 1192.09;   1383.21;
02.05.2008; 1192.18;   1382.15;
30.04.2008; 1170.30;   1353.96;
29.04.2008; 1160.18;   1342.25;
28.04.2008; 1174.83;   1359.20;
25.04.2008; 1168.29;   1345.02;
24.04.2008; 1156.42;   1329.10;
23.04.2008; 1142.76;   1313.41;
22.04.2008; 1143.93;   1311.95;
21.04.2008; 1148.75;   1317.47;
18.04.2008; 1154.59;   1324.18;
17.04.2008; 1117.34;   1281.08;
16.04.2008; 1125.32;   1290.24;
15.04.2008; 1108.58;   1268.29;
14.04.2008; 1101.08;   1259.71;
11.04.2008; 1119.33;   1280.59;
10.04.2008; 1126.42;   1288.70;
09.04.2008; 1139.43;   1303.59;
08.04.2008; 1163.83;   1331.50;
07.04.2008; 1176.90;   1343.70;
04.04.2008; 1164.15;   1329.14;
03.04.2008; 1153.06;   1316.48;
02.04.2008; 1166.46;   1331.78;
01.04.2008; 1149.83;   1312.39;
31.03.2008; 1105.05;   1260.99;
28.03.2008; 1104.37;   1259.78;
27.03.2008; 1107.91;   1263.82;
26.03.2008; 1094.80;   1248.87;
25.03.2008; 1102.61;   1257.59;
20.03.2008; 1061.10;   1210.25;
19.03.2008; 1071.53;   1222.15;
18.03.2008; 1067.81;   1217.43;
17.03.2008; 1033.47;   1178.28;
14.03.2008; 1090.28;   1243.05;
13.03.2008; 1105.69;   1260.62;
12.03.2008; 1117.62;   1274.22;
11.03.2008; 1099.18;   1252.59;
10.03.2008; 1081.56;   1232.52;
07.03.2008; 1101.17;   1254.86;
06.03.2008; 1118.24;   1271.21;
05.03.2008; 1128.62;   1283.02;
04.03.2008; 1114.48;   1266.94;
03.03.2008; 1133.12;   1288.13;
29.02.2008; 1155.99;   1314.14;
28.02.2008; 1171.53;   1328.40;
27.02.2008; 1192.71;   1352.41;
26.02.2008; 1191.09;   1350.57;
25.02.2008; 1170.87;   1327.65;
22.02.2008; 1144.70;   1297.97;
21.02.2008; 1154.53;   1309.12;
20.02.2008; 1142.88;   1295.92;
19.02.2008; 1153.36;   1307.80;
18.02.2008; 1154.91;   1309.55;
15.02.2008; 1132.86;   1284.55;
14.02.2008; 1155.93;   1310.71;
13.02.2008; 1155.58;   1310.31;
12.02.2008; 1155.24;   1309.93;
11.02.2008; 1123.67;   1274.13;
08.02.2008; 1138.15;   1290.55;
07.02.2008; 1131.85;   1283.41;
06.02.2008; 1156.28;   1311.11;
05.02.2008; 1149.12;   1302.99;
04.02.2008; 1188.15;   1347.25;
01.02.2008; 1192.94;   1352.68;
31.01.2008; 1170.68;   1327.43;
30.01.2008; 1172.49;   1329.49;
29.01.2008; 1178.13;   1335.88;
28.01.2008; 1152.03;   1306.28;
25.01.2008; 1168.71;   1325.21;
24.01.2008; 1168.87;   1325.38;
23.01.2008; 1115.02;   1264.33;
22.01.2008; 1134.30;   1286.19;
21.01.2008; 1097.95;   1244.97;
18.01.2008; 1158.18;   1313.27;
17.01.2008; 1173.10;   1330.18;
16.01.2008; 1182.72;   1341.09;
15.01.2008; 1203.10;   1364.20;
14.01.2008; 1239.02;   1404.93;
11.01.2008; 1229.25;   1393.85;
10.01.2008; 1242.71;   1409.11;
09.01.2008; 1248.59;   1415.78;
08.01.2008; 1252.94;   1420.71;
07.01.2008; 1226.45;   1390.67;
04.01.2008; 1238.04;   1403.82;
03.01.2008; 1269.29;   1439.25;
28.12.2007; 1296.41;   1470.00;
27.12.2007; 1300.95;   1475.15;
21.12.2007; 1292.98;   1466.11;
20.12.2007; 1278.04;   1449.17;
19.12.2007; 1278.40;   1449.58;
18.12.2007; 1285.88;   1458.06;
17.12.2007; 1293.45;   1466.64;
